text,prediction
"RT @CDCgov: If you tested positive for #COVID19 and have no symptoms, stay home and away from other people. Learn more about CDC’s recommen…",1.0
"RT @glennkirschner2: On the upside, as a former career prosecutor I can assure you I would slap an evidence sticker on this clip and offer…",0.0
@RichRey60374738 @TruthAnJustice5 No she won't.........COVID won't allow it ..........................,0.0
"RT @glennkirschner2: On the upside, as a former career prosecutor I can assure you I would slap an evidence sticker on this clip and offer…",0.0
RT @goremeat: Please know that it ONLY costs 10$ to make. This is PUBLIC INFORMATION. They are truly cold and awful people for doing this.,-1.0
"RT @zev_dr: Remdesivir = $3,000.

Early use of Zinc + low dose Hydroxychloroquine + Azithromycin = $20.

Is it so crazy that Big Pharma mig…",0.0
"RT @TeamTrump: Thanks to unprecedented action by President @realDonaldTrump the United States leads the world in coronavirus testing!

33 m…",0.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
"RT @steve_hanke: #BREAKING: after a wedding in Paliganj, 79 people have tested positive for #COVIDー19 and the groom has died. This is more…",1.0
RT @DocBear5: Have You all noticed that the COVID rates are never high for the homeless population!? Nor for ANTIFA or BLM?!?,-1.0
"Last time I saw my last ex in person I didn't know what to do to say goodbye so I gave her a firm handshake, if onl… https://t.co/xZQJEWYUCY",0.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
"RT @LaurieYoder59: @VickyisGrateful @MariannaZabret Eeew, besides the other obvious things that could be there, sounds like a COVID hotbed.",0.0
RT @Anirudh_Astro: This decline will be visible from the 6th of July....,-1.0
RT @thebeach345: Nebraska Governor Pete Ricketts is withholding federal coronavirus funding from cities if they mandate masks. What is wron…,-1.0
"RT @BIGRED64467982: This isn't about a virus...
This isn't about George Floyd...
This isn't about Russia...

Stay strong, Patriots. We all…",1.0
"RT @mrjaycoles: Hi. You can tweet Black lives matter, but if you’re leaving and going places without a mask, you don’t really value Black l…",-1.0
"RT @Pradeep54242413: Tibetan youth protesting against China in Toronto.
The anti China sentiment is spreading like their Chinese Virus!
#Ba…",0.0
"RT @glennkirschner2: On the upside, as a former career prosecutor I can assure you I would slap an evidence sticker on this clip and offer…",0.0
RT @NickCohen4: Just been talking to @leicesterliz who says Leicester not given virus info  because Hancock signed testing  contract with D…,-1.0
"RT @HillaryClinton: I would have read my damn briefs, Barbra, that's for sure. https://t.co/YSZS0Lvqo9",1.0
"RT @HarryJosieGiles: An update on pandemic service interruptions to Gender Identity Clinics from Trans Health UK.

Only 2 of 16 GICs are st…",0.0
RT @Hansen4Congress: What more do these people want? After they can’t figure it out themselves; that mandatory masks in their school distri…,0.0
"Trudeau has be throwing our money around for his own personal gain this entire pandemic, time to vote him out!",0.0
"RT @cfromhertz: *ARIZONA REPORTS RECORD ONE-DAY INCREASE IN VIRUS CASES

*ARIZONA REPORTS 4,878 NEW CASES FOR 84,092 TOTAL; 88 NEW DEATHS",0.0
She said “Invalided” is that even a word?! 🤣🤣,0.0
"RT @boriquagato: then it was texas and houston.

yet area Q in TX (houston) has seen rising ICU availability all week and never even hit ba…",0.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
"RT @realDonaldTrump: As I watch the Pandemic spread its ugly face all across the world, including the tremendous damage it has done to the…",-1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
RT @yodifiji: Corona Virus is a marathon not a sprint. Critical message from Peter Piot: “We need to realise – and it’s sobering – that we…,0.0
RT @uccsoc: News | University College Cork - https://t.co/jmdPMWTTRt,0.0
RT @LordSalmeron: Texas is the best at everything,1.0
"RT @Artists4Yang: @KaushikVaidya American here. Sorry everyone, we are doing our damnedest to get Trump and his enablers out of office this…",0.0
"RT @tamar_stoll: Proof that Netanyahu only cares about the Coronavirus when it benefits him, but couldn't give less of a shit when his supp…",-1.0
RT @mrjamesob: Important to point out that politicians claiming to have taken back ‘control’ from Brussels belong to the party that had com…,1.0
"RT @ArvindKejriwal: Situation is improving in Delhi in last few days. However, there is no room for complacency. This virus is unpredictabl…",0.0
@VeeHeathTalent I need my own belated birthday celebrations. Big party after lockdown? 😁,0.0
"RT @PeterOnyenwosa: My Uncle, Dr Robert during the lockdown through my twin brother and I reached out to the the widows in my community as…",0.0
RT @geegeeloch: @tedlieu @RemoveGOPNow @realDonaldTrump @GOP Covid did not stop his previous rallies. I think he is just too embarrassed by…,-1.0
"RT @Chief_Wabantu: @MbalulaFikile That high court is controlled by corrupt ANC.
They don't want to open the parliament cause they fear the…",-1.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
RT @TheRahrahGabor: Nice time to remind y’all that HIV medicine is also well over  $3000. Something people have to take for the rest of the…,0.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
"RT @HillaryClinton: I would have read my damn briefs, Barbra, that's for sure.",1.0
"RT @spectatorindex: JUST IN: Coronavirus deaths in the United States pass 130,000",-1.0
Thank you for doing what you do @sandibachom Much love!,1.0
"Good news :#TiktokBannedInIndia 
Bad news : #coronavirus",-1.0
After Midnight!😱 #EveryoneIsRetarded   https://t.co/6cqCl7vkp2,0.0
"Covid-19 immunity could be twice as high as believed, Swedish study finds https://t.co/nmRQurtqDS",0.0
RT @eugenegu: @realDonaldTrump Trump is fighting for re-election on the platform of racism. He thinks he can conquer the coronavirus pandem…,0.0
RT @Schuldensuehner: Crazy! #Tesla overtakes Toyota to become world’s most valuable carmaker. Shares of electric auto pioneer rise fivefold…,0.0
"RT @VaughnHillyard: Arizona just reported *4,878* new COVID cases in the last 24 hours--a staggering record.

Arizona just reported *88* ne…",1.0
RT @neboeck71: #SteveMnuchin I work for the post office. I am a postal customer. Instead of handing out taxpayer $ on the sly to Trump's do…,-1.0
"RT @BetoORourke: Want to know why there is an uncontrolled covid outbreak in Texas, with record number of cases, hospitalizations and (soon…",1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
"Only 65% of the 87,000 excess #deaths during the first few weeks of the pandemic in the US were attributable to… https://t.co/CXn6OKdcha",0.0
"@DanPatrick, your refusal to acknowledge reality (and much higher intelligence than your own) is costing lives and… https://t.co/0OpgkMS2oY",-1.0
RT @tomwatson: This will keep happening. https://t.co/yNyIUNbvaa,0.0
"RT @HelenBranswell: No #Covid19 deaths were recorded in Massachusetts today. 
First time since March 21. 
Hallelujah.https://t.co/xFAjWRVMxH",0.0
@nowthisnews All the idiots out there that think a mask will solve any of this. Just stay the f home if you're that… https://t.co/JQHp7AFeOD,-1.0
RT @BBCScienceNews: Coronavirus: Immunity may be more widespread than tests suggest https://t.co/5jSTjZReYS,0.0
"RT @VaughnHillyard: Arizona just reported *4,878* new COVID cases in the last 24 hours--a staggering record.

Arizona just reported *88* ne…",1.0
"@DebtFreeGuys Moderna is working on a vaccine for covid, not treatment - they are not competitors. This is an exist… https://t.co/EcUrawpBn4",1.0
"What,
These Chinese released another pandemic warning (which is obviously made by them ) to cover their #COVID mist… https://t.co/xBr4sklAf0",0.0
RT @SenatorTfad: Lool. Na Wetin dey happen when you too dey talk be this. Twitter warrior.,0.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
"RT @allegedlyangelo: ""How many dicks have you sucked since COVID-19?""

Me: https://t.co/bySf6mCO8G",1.0
CNN's Anderson Cooper Breaks Down Why Donald Trump’s America Is Now ‘A Pariah State’  https://t.co/cfzxU4CA2z,-1.0
RT @SenorGuapo_: and here comes July’s #1 draft pick,-1.0
RT @RichieAllenShow: 36 areas of the country about to be told to lock down again. This is now officially a police state. Again this morning…,0.0
RT @JoleenMcCool: Lots of learning from schools across Fife using Quality Improvement Methodology to support children during COVID-19 @Burn…,0.0
"RT @RachelNotley: Alberta made international news, but for the wrong reasons.

""In one particularly egregious example, the ... province of…",-1.0
All those good feelings when Boris Johnson was elected and the Conservative Party thought they were on a roll....… https://t.co/BRqA4A1jrs,1.0
National Clinical Director Jason Leitch says the cross-border oubreak of #Covid19 cases is to be expected: https://t.co/LrYS0D7sqg,0.0
"For those who believe the love of Jesus is enough to protect them from #Covid , think long and hard about #WWJD if… https://t.co/fJYXc0TCz0",-1.0
"RT @GlamandGore: For some reason y’all don’t seem too concerned about this, so I’ll rephrase it...

THEY ARE MAKING A RATING SYSTEM TO DETE…",1.0
RT @grumpy_grannie: @ruthmkb Is this the drug company Jarred's brother owns? Maybe this is why the whole Trump administration is so determi…,1.0
"RT @NCT_Buses: As we welcome back all drivers from this weekend, we'd like to pay a final tribute to the drivers who volunteered to keep es…",1.0
RT @samttaggart: The best way to solve Covid is to turn it into some sort of game where the state with the lowest cases each week gets a pi…,1.0
"#Coronavirus #COVID19 MIAMI
Follow my lists
FLORIDA https://t.co/l2MqWbkBSz
DC https://t.co/7iYmgdC1gL
HEALTH… https://t.co/tjMosAdYnI",0.0
RT @lookitstaylorrr: Shaming people for being on unemployment? in the middle of a pandemic? at your big age???????,0.0
"RT @nih_nhlbi: Obesity, #HeartDisease, #COPD, &amp; #SickleCell disease can increase a person’s risk of severe #COVID19 illness, according to @…",1.0
RT @JFCrisp: Stop returning them to Libya.,-1.0
RT @SenorGuapo_: and here comes July’s #1 draft pick,-1.0
GOBE!! Woman Allegedly Slumps And Dies After Hearing Her Husband Tested Positive For COVID-19 In Delta https://t.co/3CGE0tJKoH,1.0
RT @CNBCnow: BREAKING: Coronavirus vaccine from Pfizer and BioNTech shows positive results https://t.co/kbrTQuoJd7,1.0
RT @ohgodjohnwhy: Is anyone surprised that Meghan McCain is blaming #BLM protests on the rise of COVID-19 numbers? She’s a Republican opera…,0.0
How do you even spread a face? 🤔,-1.0
RT @reece1S: @Patrick02236004 @JonathanTurley @TuckerCarlson @realDonaldTrump They do not want us to celebrate July 4th our independence da…,-1.0
"RT @Martink70886538: @RobertAlai And the CIRCUS continues,...Kenya is in a DESPERATE RAT RACE, to be the LEADING COUNTRY in AFTICA,leading…",-1.0
RT @mrjamesob: Important to point out that politicians claiming to have taken back ‘control’ from Brussels belong to the party that had com…,1.0
"RT @Knockitwide86: @DRM_81 @multifan_0111 We've got the far-right here in the UK, you've got the KKK, we all need to demolish these pricks…",0.0
RT @JulianCastro: Texas now has more daily coronavirus cases than Italy when it was a global epicenter of the pandemic.,0.0
"#Doctors_मानवसेवाकीमिसाल Day in &amp; Day out, Corona Warriors are taking care of humanity. Hats 🎩 off to these Angels.… https://t.co/aKcDk8NgSl",0.0
RT @GoadGatsby: I am at the John Marshall Courthouse in Richmond Virginia. Today is the first day that evictions will resume in the city si…,1.0
2nd wave of Covid-19 gonna hit us like a DJ Khaled remix https://t.co/PA6RRXb5Ct,1.0
"RT @RepJerryNadler: COVID19 has illuminated the starkest, most dangerous inequalities within our society. As we recover from this pandemic…",-1.0
RT @Ameripundit2020: BOMBSHELL!  States Ordered To Fraudulently Inflate COVID-19 Cases 15 Times Actual Rate. A must see! *One of my under 2…,0.0
"RT @ArttuRajantie: The number of UK #coronavirus deaths in the past week (827) was greater than in the week before that (823), for the firs…",-1.0
"What is the solution?Are #Iran's perspectives clear?  #Iranian Summit,the largest gathering since the #coronavirus… https://t.co/61n5mkrCEp",1.0
@IndiaToday @devgoswami What type of news ? Do you have lack of news? Anyone can  have this! Massage ? LOCKDOWN NOW… https://t.co/3rv6cxRHbM,0.0
Almost $400 for vial for each treatment during a pandemic is evil.,-1.0
@KRCR7 Imagine being so privileged your entire life that the being asked to wear a mask so you dont spread a virus… https://t.co/9QvttvpqWq,0.0
"RT @amitmalviya: The positivity rate of Covid-19 cases reported among the total samples tested in Delhi has dipped to 12.8%, a drop of 17%.…",0.0
RT @TheBD3: dudes like this be like “I kno a Spot n’at” then get like 45 people COVID on East Carson https://t.co/oLh2G2cJmZ,0.0
@Pointer77352595 Epidemic or pandemic?,1.0
RT @UberSlutMother: In these times of #Covid moms and sisters are doing what they need to help the needs of the family.  Is that so wrong?…,-1.0
Sound advice,0.0
RT @DineshDSouza: Let’s count the masks. One....one....Just one guy! Now let’s try and figure out why #Coronavirus case counts are spiking…,0.0
"RT @WarRoomPandemic: Stay tuned for more live coverage by @JackMaxey1 from the #TakeDownCCP protest

#CCPLiedAmericansDied #WarRoomPandemic…",1.0
RT @KATVNews: Rapper 21 Savage will be launching a free online financial literacy education program for youth sheltered at home during the…,0.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
⁣My perfect no-knead bread recipe is now up! I’ve been “testing” (but really eating) all the loaves since the start… https://t.co/UD9cTeofds,1.0
RT @ProjectLincoln: How convenient that every bad story about you is made up. Or you never hear it. Or you aren’t informed. You tried that…,-1.0
"Mr Gorbachev, SLOW DOWN THAT TESTING!! 😂

#covid19",0.0
"@MWilsonKimber I can in two years, unless there is no promotion because of Covid-induced austerity - AGAIN.",0.0
RT @goremeat: Please know that it ONLY costs 10$ to make. This is PUBLIC INFORMATION. They are truly cold and awful people for doing this.,-1.0
"RT @IranNewsUpdate1: #CoronaVirusUpdate 
According to reports tallied by the Iranian opposition @Mojahedineng, ""Over 63,200 people have die…",0.0
"RT @thekiranbedi: To all COVID Warriors. 
In White Coats saving lives. 
We thank them and salute them. #doctorsday2020 https://t.co/e1Erj5S…",0.0
RT @atrupar: The president has posted 17 tweets this morning and not a single one of them even alludes to the pandemic that has now killed…,0.0
"RT @hogglett1: ‘Bossed around by the unions’ says this puppet prime minister who is ‘bossed around’ by his Spad! 
Labour have worked WITH t…",0.0
"RT @bull_japanese: Very poor article badly written by people who do not seem to know much about the labor markets in any of ""the major glob…",-1.0
"RT @EW: Starting July 3, Elton John will be streaming his old concerts on YouTube to aid his foundation's coronavirus relief efforts, start…",0.0
RT @NickCohen4: Just been talking to @leicesterliz who says Leicester not given virus info  because Hancock signed testing  contract with D…,-1.0
"RT @KamalaHarris: Rent is due today and countless Americans don’t know how they’re going to make ends meet this month. 

A one-time payment…",-1.0
RT @ProjectLincoln: How convenient that every bad story about you is made up. Or you never hear it. Or you aren’t informed. You tried that…,-1.0
RT @cnnphilippines: BREAKING ON @CNN: The COVID-19 vaccine candidate being developed by US pharmaceutical company Pfizer and German biotech…,0.0
"RT @GunnelsWarren: Friendly Reminder:

Under #MedicareForAll no one in America would pay over $200 a year for all of their prescription dru…",0.0
@Lin_Knee_ Actually it’s not. Birmingham and Montgomery are actually huge parts of the civil right movements. I don… https://t.co/wz8pmTwclx,0.0
"RT @PhilipRucker: ""Real estate developers begin as storytellers...Looking through the lens of President Trump’s real estate background is t…",1.0
@Claudiachan00 @cattytubeit23 @standardnews What job losses are you attributing to Brexit? Any that there are (if t… https://t.co/MByljoJA3L,-1.0
This is infuriating. Comment after comment that says everything and absolutely nothing at the same time.,1.0
"RT @YourRexHarry: A very shot story... 😂

While we were          1 week of Intense 
all on lockdown         Abs Exercise https://t.co/mQv2H…",0.0
RT @furshaz: Can y’all just keep china on lockdown? Till they’re done with all their viruses 😁,-1.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
"RT @jessemckinley: BREAKING/NEW: @BilldeBlasio says that the city will NOT allow indoor dining in restaurants, as anticipated next week 

h…",0.0
RT @marcorubio: Three months into the pandemic we now have enough data to say with a high degree of confidence that no one has died from we…,0.0
RT @UKCovid19Stats: Isle of Man Daily Coronavirus (COVID-19) Report. #coronavirus #isleofman #Corona #covid19 https://t.co/0JzeWYmtUm,0.0
@SAfridiOfficial Shahid afridi Died of Covid 19 !!!Then who the hell is tweeting from his phone!! Jihadist -E-Noor???,-1.0
"Pat Perez, COVID 19 Victim Funeral Fund https://t.co/u04xhC7ens",-1.0
"A very good series and it shows that if you have the right attitude and bring the right value and people together,… https://t.co/9cvVtmf2w3",1.0
RT @TAftermath2020: @thejtlewis @realDonaldTrump @NYCMayor De Blasio is a disgrace and the media still covers for him. It’s pathetic how th…,-1.0
"RT @Public_Citizen: BREAKING: Gilead is charging $3,000+ for its COVID drug, remdesivir.
 
Taxpayers spent $70,000,000 to develop this drug…",-1.0
"RT @VickiMcKenna: Just in time for INDEPENDENCE DAY, Dane County issues a new LOCK DOWN ORDER! https://t.co/kS4iDvYpLx",1.0
"RT @SiggonKristov: The US accounts for:
- 42% of world's nuclear weapons
- 38% of world's military spending
- 25% of world's COVID-19 cases…",0.0
RT @DrewHolden360: I‘ve never seen gaslighting as bad as the current effort to pretend the protests that neatly coincide with the uptick in…,0.0
@BleacherReport Covid Cases gonna be stacked,1.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
“A meadow comes alive in the barrel cellar at Pasqua Wines” @larenait discusses the project assigned to German arti… https://t.co/44UWPH6xTh,0.0
"RT @realDonaldTrump: As I watch the Pandemic spread its ugly face all across the world, including the tremendous damage it has done to the…",-1.0
RT @dakotasjo: if hero goes live don't ask him questions ab herophine or jo. he's gonna talk ab covid-19 not an his relationships. i really…,1.0
"RT @adhirrcinc: Modi Ji, there is a place in India, called #Ladakh, it is not a Terra Incognita. You may likely forget it, we are confronti…",0.0
@ChingChongg_ @Asknonym COVID,-1.0
"RT @Steamboater: @realDonaldTrump ...horrible. We have no leadership on Coronavirus. You've ignored 125,000 Americans who've died from the…",-1.0
"RT @DavidLarter: Thank you for the inspiring words, Coronavirus.",0.0
"Dumped in-pit, Discarded, Left to rot!

@tanvishukla shares details of how #COVID patients' bodies are treated ruth… https://t.co/Bg7XWPBKTM",-1.0
RT @ProjectLincoln: How convenient that every bad story about you is made up. Or you never hear it. Or you aren’t informed. You tried that…,-1.0
Yikes.,0.0
RT @IamAsimRiaz1: Happy doctors day to all including our champ @imrealasim's brother @realumarriaz bhai from the side of whole #AsimSquad t…,1.0
"RT @WHO: ""But one of the lessons of the #COVID19 pandemic is that no matter what situation a country is in, it can be turned around. It’s n…",-1.0
All you need to do is like this to get paid !!!🥳,0.0
A #COVIDー19 victim's body dragged and then on Star Trek.,-1.0
Bad for Canada banks also.  I’ll allow it.,-1.0
RT @davidplouffe: COVID-19 may have originated in China. The deadly pathogen found it’s perfect host in Donald J Trump.,-1.0
RT @NickCohen4: Just been talking to @leicesterliz who says Leicester not given virus info  because Hancock signed testing  contract with D…,-1.0
@BleacherReport Covid cases📈📈📈,1.0
RT @goremeat: Please know that it ONLY costs 10$ to make. This is PUBLIC INFORMATION. They are truly cold and awful people for doing this.,-1.0
RT @RanvirShorey: Is a social media detox possible in the time of a lockdown? #genuinekoshchan,0.0
It's not over. Every social event you go to is one of these instances waiting to happen. I know all of us have slip… https://t.co/oRUKbi7ZT8,1.0
RT @fargo_t: My wife just got laid off.  Thanks Covid-19.  You're a real F'er.,1.0
"RT @stevenspohn: On June 11th, Michael Hickson, a quadriplegic black man with COVID-19 was killed by a hospital in Austin Texas.

Doctors d…",-1.0
The scienctific community lost so much credibility over COVID in the eyes of the public. At this point there’s no r… https://t.co/UJyNU9eGcS,0.0
RT @yourbrosks: @DrRPNishank #FitIndiaTalks Many States have extended lockdown till 31st July. #NEET is on 26 July. Isn't this a violation…,1.0
"RT @marklevinshow: 1. Funny how Biden barely criticizes Putin, and on the China virus doesn’t criticize Xi.  Instead, he smears Trump.  The…",0.0
"@JosephZaccaria2 Nope, just keeping the virus alive, well and growing right here at home.

The United Petri Dish",0.0
RT @joncoopertweets: A former Trump staffer — who worked side by side with him — just told me this: “I think Trump will resign and control…,0.0
RT @AshishPandey_10: If u cant burn rapists alive or cant hang them kindly use them for covid vaccine testing cuz there is no humanity left…,0.0
There's a striking correlation between those who believe that a bureaucratic superstate will keep them safe &amp; those… https://t.co/A0Va8tQd2T,1.0
"RT @arrahman: This #NationalDoctorsDay, we salute our frontline healthcare professionals who are braving all odds to ensure we are safe in…",1.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
RT @statesman: Austin-Travis County health officials are asking people who have insurance to seek alternative coronavirus testing resources…,1.0
"Please stay home, I beg you.",0.0
"RT @Italianmike: Just thinking; 🤔🤔

There is a spike in COVID-19 cases because there is a spike in testing

If we gave more IQ tests, there…",-1.0
who wana go on a build a bear date after the pandemic,-1.0
"RT @rosereyde: Debold Sinas wants to put up bigger prisons for quarantine violators.

You know what you could do instead, Sinas? Free polit…",0.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
"RT @DrRosena: The test, track and trace system is in tatters. @Keir_Starmer points out that just 5,000/22,000 infected people are being pro…",-1.0
@lu_calves @jm_aburto Not the same exactly. In Mexico too many adults male die of Covid-19 compared to Brasil. It is realy a case for study.,1.0
"RT @MaajidNawaz: I am now deemed a “coconut” by an official @UKLabour party Chair for defending the new Labour leader @Keir_Starmer. 

The…",0.0
"RT @TheDemocrats: It didn’t have to be this bad. But Trump failed to respond to this virus early on, and he’s still unprepared to fight it.…",-1.0
RT @GWDanceWriter: Early in lockdown I had the opportunity to ask Carlos Acosta about how Covid-19 had impacted his early months at Birming…,1.0
"RT @boomlive_in: India reported 18,653 new COVID-19 cases to take the total case count to 5,85,493.

507 patients died due to #COVID19 in I…",0.0
RT @_countinstars_: People don’t understand the severity of COVID-19 until it actually affects them personally.,0.0
"RT @OregonGovBrown: Today, I extended the COVID-19 state of emergency for 60 days. The choices we make will determine if Oregon flattens th…",-1.0
RT @simondolan: Make no mistake - this is no co-incidence. The Govt are running scared from the case tomorrow and want to give the impressi…,0.0
"RT @RepJayapal: Rent is due today. Yet, millions have lost their jobs during COVID-19 and we've failed to respond at the scale necessary.…",0.0
"RT @RE_DailyMail: To mark Canada Day, The Duke and Duchess of Cambridge have spoken to staff at Fraser Health’s Surrey Memorial Hospital in…",1.0
RT @morgan_murphy: If you want to die of embarrassment instead of Covid just watch a foreign news broadcast about Americans who don’t want…,-1.0
"@lisaabramowicz1 @chrislhayes Well, the EARLY Numbers were devastating with SO MANY of the Elderly and People with… https://t.co/agrD5c5Y6E",-1.0
"@aidso67 @BBCTalkback Is this the same ""hero"" whose funeral resulted in trampling on all Covid 19 guidelines yester… https://t.co/IIrqMzW80y",-1.0
RT @Schuldensuehner: Crazy! #Tesla overtakes Toyota to become world’s most valuable carmaker. Shares of electric auto pioneer rise fivefold…,0.0
RT @morgan_murphy: If you want to die of embarrassment instead of Covid just watch a foreign news broadcast about Americans who don’t want…,-1.0
RT @mrjamesob: One of the Tufton Street ghouls hired for their digital comms ‘skills’ has spent nearly three hours looking for his ‘best’ b…,0.0
RT @myfoodhasnoface: #MoscowMitch needs to go.  He doesn't give a fu#&amp; about anyone &amp; his constituents need to vote for #AmyMcGrath https:/…,1.0
RT @ProjectLincoln: How convenient that every bad story about you is made up. Or you never hear it. Or you aren’t informed. You tried that…,-1.0
"RT @Piglet_scooter: Who didn't see this coming. #Scamdemic 
https://t.co/rJ8sDhNMFy",0.0
"RT @BpsmithUk: Once again at #PMQs, Starmer states a #Fact (confirmed by mayor &amp; PHE) &amp; Boris Johnson lies, in saying he is mistaken.
Its #…",1.0
"RT @itsJeffTiedrich: @realDonaldTrump the pandemic spread across America because you golfed and held rallies for two months, called it a ho…",1.0
"RT @KhatriJiRaj: This doesn’t affect the lives of only students, it will have a direct impact on the health and safety of the whole nation…",1.0
RT @DDOTDC: NEW default speed limit of 20 MPH on local DC roads across #All8Wards. Slowing down saves lives. #VisionZeroDC #TwentyIsPlenty…,0.0
"@marcorubio It took you 3 months to figure that out? And we are not 3 months into the pandemic, we are 6 months int… https://t.co/zqxmvBfoAH",1.0
"RT @RepJerryNadler: COVID19 has illuminated the starkest, most dangerous inequalities within our society. As we recover from this pandemic…",-1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
"RT @VaughnHillyard: Arizona just reported *4,878* new COVID cases in the last 24 hours--a staggering record.

Arizona just reported *88* ne…",1.0
"RT @ani_digital: 18,653 new cases take India's COVID-19 count above 5.85 lakh, death toll rises to 17,400

Read @ANI Story | https://t.co/L…",1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
"RT @maddow: ""As the rest of the Western world presses ahead with  reopening plans after suppressing their curves -- and bans Americans beca…",0.0
RT @_countinstars_: People don’t understand the severity of COVID-19 until it actually affects them personally.,0.0
RT @LeekHausman: So why me and my team on campus then?,0.0
"RT @RepJerryNadler: COVID19 has illuminated the starkest, most dangerous inequalities within our society. As we recover from this pandemic…",-1.0
"RT @EW: Starting July 3, Elton John will be streaming his old concerts on YouTube to aid his foundation's coronavirus relief efforts, start…",0.0
RT @_countinstars_: People don’t understand the severity of COVID-19 until it actually affects them personally.,0.0
"RT @BensmanTodd: Weird that since the ""suspension"" of refugee resettlement, it's still happening even during the pandemic: 
https://t.co/Ec…",-1.0
"Scattered, smothered, and (faces) covered! Dr. Toomey and I want all Georgians to mask up to fight the spread of CO… https://t.co/vSWp5e9gkZ",0.0
"RT @bones_roy: July is going to be a very hot month.   My opinion. 
Everyone should have 2 months of food and water,
And personal protectio…",0.0
Lockdown Stories: Rakul Preet Singh And Kiara Advani Turn Into Chefs #RakulPreetSingh #KiaraAliAdvani #lockdown… https://t.co/Igh8sxaGV5,1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
"RT @DavidLarter: Thank you for the inspiring words, Coronavirus.",0.0
"RT @gtconway3d: Also, he wasn’t much concerned about covid-19 that day, either. 
https://t.co/yybzSJiS7k",1.0
"CRUMBS! Sorry, somebody had to say it 😉🤣",0.0
@WindsorBlade @omitbdf @YorkshireLady3 @MailOnline @hillsborough You assume that all this is still about a virus...… https://t.co/hIZ1k5h5xO,1.0
"RT @StevenBeschloss: I know Trump keeps tweeting stuff, but why pay attention after he failed to produce a national response to a deadly pa…",0.0
"RT @Sillyshib: The reason this government have handled this pandemic so appallingly, is because at every turn they are dishonest and always…",0.0
"RT @BetoORourke: Houston’s medical center, largest in the world, swnding covid patients to other cities because they dont have capacity. Go…",0.0
"RT @Tony__Heller: They did a million COVID tests in the US yesterday, and were shocked to find more positives than when they did 250,000 te…",-1.0
"@MollyJongFast Also dont forget that people die of non covid all the time.
And gunshot wounds are still more than influenza",0.0
it's  time for Americans to stand up and counter protest. The covid is already out of the bag so that's that. Time… https://t.co/qM5yVTGlKo,0.0
RT @LeArielleSimone: one thing this pandemic taught me is not to wait or push the things you wanna do further back. you never know what can…,0.0
"RT @BedfordTweets: Hand washing still plays a key role in protecting yourself and others from coronavirus.
Wash your hands for 20 seconds w…",0.0
"RT @CBSThisMorning: As #coronavirus cases among young people skyrocket, health experts are worried young people flocking to bars &amp; restaura…",1.0
"RT @fisayosoyombo: BREAKING
Dozens of plain-clothed gunmen who arrived in three white Hilux vans have just finished terrorising staff of th…",0.0
"RT @fisayosoyombo: BREAKING
Dozens of plain-clothed gunmen who arrived in three white Hilux vans have just finished terrorising staff of th…",0.0
"RT @SethAbramson: COVID-19

{please retweet}

1️⃣ 2x more contagious than the flu.
2️⃣ 5x to 10x deadlier than the flu.
3️⃣ Kills 20x more…",1.0
"RT @chai2kul: Lockdown in Thane, Kalyan Dombivali, Mira Bhayandar of Thane District. Lockdown has been also announced in Panvel of Raigad d…",0.0
"RT @PeterHotez: Someone please check my math: 
1. Dr. Fauci says we could reach 100,000 Americans/day #COVID19 = 1 in 3,000 Americans.  
2.…",1.0
